@relation 'AirQualityUCI_Weka-weka.filters.unsupervised.attribute.Add-NTEST-Clast-W1.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3,5,7,9-11,13'

@attribute DateTime date 'yyyy-MM-dd HH:mm:ss'
@attribute CO(GT) numeric
@attribute C6H6(GT) numeric
@attribute NOx(GT) numeric
@attribute NO2(GT) numeric
@attribute RH numeric

@data
'2004-07-02 10:00:00',2.8,15.6,265,158,28.7
'2004-07-02 11:00:00',1.8,10.1,164,112,27.7
'2004-07-02 12:00:00',1.8,11.7,122,108,27.2
'2004-07-02 13:00:00',1.9,12,125,120,23.3
'2004-07-02 14:00:00',1.7,11,125,117,20.7
'2004-07-02 15:00:00',1.7,11.2,115,119,22.6
'2004-07-02 16:00:00',1.9,10.5,162,149,23
'2004-07-02 17:00:00',2.1,11.8,149,174,19.3
'2004-07-02 18:00:00',2.4,13.8,161,163,20.7
'2004-07-02 19:00:00',3,17.3,201,161,18.5
'2004-07-02 20:00:00',2.8,14.2,209,154,23.8
'2004-07-02 21:00:00',1.9,10.7,133,124,27.1
'2004-07-02 22:00:00',2.1,12.7,133,122,31.1
'2004-07-02 23:00:00',1.8,10.1,134,119,34
'2004-07-03 00:00:00',2.5,13.1,164,131,37.8
'2004-07-03 01:00:00',1.1,7.4,72,84,37.3
'2004-07-03 02:00:00',0.7,4.6,50,77,40.6
'2004-07-03 03:00:00',0.7,4.7,246.896735,113.091251,46.6
'2004-07-03 04:00:00',0.4,2.8,27,41,43
'2004-07-03 05:00:00',0.7,4.5,74,68,50.7
'2004-07-03 06:00:00',0.7,5.9,69,69,49.3
'2004-07-03 07:00:00',1.8,11.1,162,101,48
'2004-07-03 08:00:00',2.3,14.4,208,120,43.9
'2004-07-03 09:00:00',1.9,11.1,168,124,40.7
'2004-07-03 10:00:00',1.7,9.9,139,113,31.1
'2004-07-03 11:00:00',1.3,8.8,104,97,21.3
'2004-07-03 12:00:00',1.5,9.9,99,94,16
'2004-07-03 13:00:00',1.3,7.4,89,86,15.2
'2004-07-03 14:00:00',0.8,6.1,57,70,15.8
'2004-07-03 15:00:00',0.8,6.2,64,70,15
'2004-07-03 16:00:00',1.1,7.1,65,82,16.8
'2004-07-03 17:00:00',1.2,8,79,93,17.5
'2004-07-03 18:00:00',1.2,7.3,80,89,17
'2004-07-03 19:00:00',1.4,8.7,81,90,20.4
'2004-07-03 20:00:00',1.1,7.5,59,67,29.6
'2004-07-03 21:00:00',1.5,9,90,94,33.4
'2004-07-03 22:00:00',2,11.6,122,109,35.8
'2004-07-03 23:00:00',1.9,10.2,120,103,42.7
'2004-07-04 00:00:00',2.2,12.3,126,101,51.9
'2004-07-04 01:00:00',1.1,6.4,68,71,44.4
'2004-07-04 02:00:00',1.1,7.2,65,71,51
'2004-07-04 03:00:00',0.8,6.1,246.896735,113.091251,52.7
'2004-07-04 04:00:00',0.6,4.3,38,49,56.8
'2004-07-04 05:00:00',0.6,3.8,31,43,59.6
'2004-07-04 06:00:00',0.6,4,40,44,56.7
'2004-07-04 07:00:00',0.6,4.2,36,42,54.6
'2004-07-04 08:00:00',1.1,6.1,64,69,54.3
'2004-07-04 09:00:00',1,6,56,65,49.3
'2004-07-04 10:00:00',1,5.9,56,68,37.7
'2004-07-04 11:00:00',1,5.4,43,58,26.2
'2004-07-04 12:00:00',0.8,4.9,40,52,22.4
'2004-07-04 13:00:00',0.7,3.9,34,46,18.8
'2004-07-04 14:00:00',0.4,3.2,28,40,14.8
'2004-07-04 15:00:00',0.5,4.1,32,47,14.5
'2004-07-04 16:00:00',0.6,4,39,56,15.6
'2004-07-04 17:00:00',0.7,4.8,52,64,12.7
'2004-07-04 18:00:00',0.9,5.5,60,71,13.4
'2004-07-04 19:00:00',1.6,9.1,104,103,19.7
'2004-07-04 20:00:00',1.6,9.1,102,97,23.5
'2004-07-04 21:00:00',1.7,10.1,120,108,28.7
'2004-07-04 22:00:00',1.3,7.4,89,87,35.7
'2004-07-04 23:00:00',1.9,9.9,121,104,39.2
'2004-07-05 00:00:00',1.5,9,107,93,38.7
'2004-07-05 01:00:00',0.6,3.7,41,55,35.7
'2004-07-05 02:00:00',0.4,3,34,49,43.2
'2004-07-05 03:00:00',0.3,2.5,246.896735,113.091251,46.1
'2004-07-05 04:00:00',2.15275,2.6,41,56,51.4
'2004-07-05 05:00:00',0.4,2.4,38,43,45.7
'2004-07-05 06:00:00',0.7,5.6,59,57,47.3
'2004-07-05 07:00:00',2,14.3,165,80,44.1
'2004-07-05 08:00:00',3.9,27.7,287,134,37.9
'2004-07-05 09:00:00',3.6,19.1,317,157,30.1
'2004-07-05 10:00:00',3.2,15.9,330,175,23.2
'2004-07-05 11:00:00',2.2,12.3,204,147,19.1
'2004-07-05 12:00:00',2.2,12.2,189,140,18
'2004-07-05 13:00:00',2.1,11.7,165,137,17.3
'2004-07-05 14:00:00',1.8,10.4,139,123,15.6
'2004-07-05 15:00:00',2,12.7,156,138,14.9
'2004-07-05 16:00:00',1.8,11.1,130,132,16.1
'2004-07-05 17:00:00',3,19,173,174,18.9
'2004-07-05 18:00:00',4.3,24.1,302,203,19.9
'2004-07-05 19:00:00',3.5,19.1,239,176,22.9
'2004-07-05 20:00:00',2.5,13.6,139,125,28.9
'2004-07-05 21:00:00',1.8,10.7,92,98,32.8
'2004-07-05 22:00:00',1.9,11.3,104,103,36.8
'2004-07-05 23:00:00',1.9,9.6,108,104,39.7
'2004-07-06 00:00:00',1.9,9.8,107,105,43
'2004-07-06 01:00:00',0.9,4.9,55,75,41
'2004-07-06 02:00:00',0.7,4.1,43,60,48.4
'2004-07-06 03:00:00',0.6,3.3,246.896735,113.091251,47.8
'2004-07-06 04:00:00',0.4,2.2,23,36,46.7
'2004-07-06 05:00:00',0.7,4.6,65,66,52.3
'2004-07-06 06:00:00',1.6,10.2,165,97,52.5
'2004-07-06 07:00:00',3.8,23.3,274,115,49.1
'2004-07-06 08:00:00',5.1,31,369,145,43.3
'2004-07-06 09:00:00',3.4,17.6,308,162,39.4
'2004-07-06 10:00:00',2.6,14.3,227,147,32.9
'2004-07-06 11:00:00',2.2,13.7,178,132,27.2
'2004-07-06 12:00:00',3.4,19.3,267,179,20.9
'2004-07-06 13:00:00',3.4,19.3,278,174,16.9
'2004-07-06 14:00:00',1.8,11.3,165,132,15.8
'2004-07-06 15:00:00',2,12.7,172,151,13.9
'2004-07-06 16:00:00',2.4,15.3,216,168,13.2
'2004-07-06 17:00:00',3.8,22.5,306,192,12.6
'2004-07-06 18:00:00',4.4,25,317,194,13.9
'2004-07-06 19:00:00',3.9,21.1,251,155,17.9
'2004-07-06 20:00:00',4,23.8,230,159,20.6
'2004-07-06 21:00:00',2.5,14.9,154,125,23.2
'2004-07-06 22:00:00',2.1,12.8,137,108,25.1
'2004-07-06 23:00:00',2.4,14.3,133,110,29.9
'2004-07-07 00:00:00',2.1,14.3,117,99,32.6
'2004-07-07 01:00:00',1.6,9.2,106,95,33.7
'2004-07-07 02:00:00',0.8,5.1,55,69,33.9
'2004-07-07 03:00:00',0.5,3,246.896735,113.091251,36
'2004-07-07 04:00:00',0.4,2.6,27,45,34.6
'2004-07-07 05:00:00',0.5,4,46,53,37.8
'2004-07-07 06:00:00',1.3,9.9,144,88,39.3
'2004-07-07 07:00:00',4.1,27.3,392,136,38.4
'2004-07-07 08:00:00',4.1,27.9,358,141,34.4
'2004-07-07 09:00:00',4,24.5,381,189,28.7
'2004-07-07 10:00:00',2.2,14.2,261,166,21.1
'2004-07-07 11:00:00',2,11.9,207,154,17
'2004-07-07 12:00:00',2,13.1,155,149,14.5
'2004-07-07 13:00:00',2.2,15.1,193,142,9.6
'2004-07-07 14:00:00',2.2,14.1,195,130,10.2
'2004-07-07 15:00:00',1.8,11.3,159,121,11.6
'2004-07-07 16:00:00',1.8,10.8,120,116,13
'2004-07-07 17:00:00',3.3,21.5,228,177,14.5
'2004-07-07 18:00:00',4.3,21.8,348,233,17.9
'2004-07-07 19:00:00',5.3,29.8,337,223,20.4
'2004-07-07 20:00:00',4.3,22.5,282,184,22.6
'2004-07-07 21:00:00',3.6,21.8,228,165,27.8
'2004-07-07 22:00:00',2.4,17.1,168,132,29.3
'2004-07-07 23:00:00',2.1,15.4,173,122,30.9
'2004-07-08 00:00:00',1.2,10.2,87,88,30.2
'2004-07-08 01:00:00',0.9,7.2,65,79,32.5
'2004-07-08 02:00:00',0.6,5.8,43,60,34
'2004-07-08 03:00:00',0.5,4.2,246.896735,113.091251,35.3
'2004-07-08 04:00:00',2.15275,5.1,43,60,40.4
'2004-07-08 05:00:00',0.6,5.4,66,74,38.8
'2004-07-08 06:00:00',0.6,6.2,57,62,34.6
'2004-07-08 07:00:00',2.2,16.9,231,115,37.4
'2004-07-08 08:00:00',3.2,23.2,219,119,32.5
'2004-07-08 09:00:00',3,18,288,155,32.7
'2004-07-08 10:00:00',2.7,17.6,312,162,33.1
'2004-07-08 11:00:00',3.2,20.3,361,189,26.8
'2004-07-08 12:00:00',1.4,10.6,147,115,15.8
'2004-07-08 13:00:00',1.3,9.9,111,109,15
'2004-07-08 14:00:00',1.4,10.7,98,108,15.7
'2004-07-08 15:00:00',2.1,16.5,156,145,14.8
'2004-07-08 16:00:00',2.4,16.9,213,167,14.6
'2004-07-08 17:00:00',3.1,20.5,250,200,16.9
'2004-07-08 18:00:00',3.5,19.4,253,178,27.3
'2004-07-08 19:00:00',5.1,30,317,206,29.3
'2004-07-08 20:00:00',4.5,24.6,309,192,26.4
'2004-07-08 21:00:00',2.9,16.9,201,137,27.6
'2004-07-08 22:00:00',2.6,15.8,173,128,29.7
'2004-07-08 23:00:00',2.7,16.6,156,121,35.6
'2004-07-09 00:00:00',3.2,19.5,190,136,34.8
'2004-07-09 01:00:00',2.3,16.6,129,109,41.9
'2004-07-09 02:00:00',1,6.2,65,74,41.6
'2004-07-09 03:00:00',0.5,2.7,246.896735,113.091251,43.7
'2004-07-09 04:00:00',0.4,2.3,29,40,42.2
'2004-07-09 05:00:00',0.6,3.9,58,61,42.8
'2004-07-09 06:00:00',1,7.2,92,83,40.3
'2004-07-09 07:00:00',2.9,18.1,228,129,37.3
'2004-07-09 08:00:00',2.7,15.1,172,113.091251,35.3
'2004-07-09 09:00:00',1.8,9.7,154,115,32
'2004-07-09 10:00:00',1.8,9.4,166,130,24.7
'2004-07-09 11:00:00',1.7,9.6,149,137,20.1
'2004-07-09 12:00:00',1.5,9.5,111,116,18.4
'2004-07-09 13:00:00',1.7,9.6,145,129,19.3
'2004-07-09 14:00:00',1.3,9.6,105,117,19.6
'2004-07-09 15:00:00',1.5,10.3,113,138,20.4
'2004-07-09 16:00:00',1.5,10.2,115,139,19.1
'2004-07-09 17:00:00',2.3,14,202,180,17.1
'2004-07-09 18:00:00',2.2,14,180,162,17.1
'2004-07-09 19:00:00',2.8,16.6,190,158,24.9
'2004-07-09 20:00:00',2.7,13.6,207,162,30.2
'2004-07-09 21:00:00',1.7,10.2,113,112,36.8
'2004-07-09 22:00:00',1.5,9.5,98,104,43.4
'2004-07-09 23:00:00',2.3,11.8,152,125,46.2
'2004-07-10 00:00:00',2.3,13,161,127,47.7
'2004-07-10 01:00:00',1.5,9.6,91,95,49.5
'2004-07-10 02:00:00',1,6.7,57,70,51.9
'2004-07-10 03:00:00',0.5,2.9,246.896735,113.091251,50.4
'2004-07-10 04:00:00',0.3,2.6,22,33,49.7
'2004-07-10 05:00:00',0.4,4,41,45,52
'2004-07-10 06:00:00',0.5,4.3,53,56,53.2
'2004-07-10 07:00:00',0.9,5.9,92,74,51
'2004-07-10 08:00:00',1.1,6.8,91,84,41.6
'2004-07-10 09:00:00',1.4,8.8,89,93,36.4
'2004-07-10 10:00:00',1.1,6.7,81,97,29.7
'2004-07-10 11:00:00',0.9,6.4,66,83,23.4
'2004-07-10 12:00:00',0.8,6,53,71,20.5
'2004-07-10 13:00:00',0.8,6,61,78,19.2
'2004-07-10 14:00:00',0.6,5,48,62,16.8
'2004-07-10 15:00:00',0.6,4.4,39,54,18.3
'2004-07-10 16:00:00',0.5,4.4,41,59,18
'2004-07-10 17:00:00',0.7,5.5,48,69,18.7
'2004-07-10 18:00:00',0.8,5.8,50,67,21.4
'2004-07-10 19:00:00',0.9,5.3,51,58,28.2
'2004-07-10 20:00:00',1.3,8,70,77,33.7
'2004-07-10 21:00:00',1.3,7.2,89,94,38.8
'2004-07-10 22:00:00',1.4,8,100,97,43.2
'2004-07-10 23:00:00',1.9,10.4,139,110,44.2
'2004-07-11 00:00:00',2.3,11.6,176,116,45.3
'2004-07-11 01:00:00',1,6.4,71,74,47.5
'2004-07-11 02:00:00',0.5,4.1,37,51,45.8
'2004-07-11 03:00:00',1,6.4,246.896735,113.091251,51.3
'2004-07-11 04:00:00',0.4,2.7,30,40,50.3
'2004-07-11 05:00:00',0.3,2.6,29,36,50.6
'2004-07-11 06:00:00',0.2,2.3,25,35,48.8
'2004-07-11 07:00:00',0.4,3.1,40,48,52.6
'2004-07-11 08:00:00',0.3,3.1,32,38,44
'2004-07-11 09:00:00',0.6,4,43,54,37.9
'2004-07-11 10:00:00',0.6,4.6,44,57,33.6
'2004-07-11 11:00:00',0.6,3.9,35,54,28.3
'2004-07-11 12:00:00',0.5,3.8,32,46,25.9
'2004-07-11 13:00:00',0.4,2.8,21,36,22.3
'2004-07-11 14:00:00',0.2,2.5,10,19,20
'2004-07-11 15:00:00',0.4,3,22,34,19.3
'2004-07-11 16:00:00',0.6,4.7,46,63,17.7
'2004-07-11 17:00:00',0.9,5,66,86,19.8
'2004-07-11 18:00:00',0.7,4.5,49,65,24.1
'2004-07-11 19:00:00',1.2,7.7,86,101,27.1
'2004-07-11 20:00:00',1.6,9.7,111,116,30.9
'2004-07-11 21:00:00',1.8,11,143,124,35.9
'2004-07-11 22:00:00',2.4,11.8,184,136,43.2
'2004-07-11 23:00:00',1.5,8.7,134,108,43.9
'2004-07-12 00:00:00',0.9,7.5,78,82,44
'2004-07-12 01:00:00',0.8,5.7,50,68,46.4
'2004-07-12 02:00:00',0.2,2,13,22,46.2
'2004-07-12 03:00:00',0.1,1.4,246.896735,113.091251,42.3
'2004-07-12 04:00:00',2.15275,1.8,24,34,51.3
'2004-07-12 05:00:00',0.5,3.3,43,43,51.8
'2004-07-12 06:00:00',1.4,9.4,146,84,57.4
'2004-07-12 07:00:00',3.3,21.1,333,108,54.3
'2004-07-12 08:00:00',3.6,17.2,298,112,49.7
'2004-07-12 09:00:00',1.7,8.5,178,104,46.3
'2004-07-12 10:00:00',1.5,6.8,177,107,39.4
'2004-07-12 11:00:00',1.6,7.4,172,102,33
'2004-07-12 12:00:00',2.1,12.1,183,104,27.3
'2004-07-12 13:00:00',2.1,9.6,164,96,27.9
'2004-07-12 14:00:00',1.6,7.4,122,80,36.9
'2004-07-12 15:00:00',1.3,6.4,105,72,34.9
'2004-07-12 16:00:00',1.6,8.3,144,106,33.1
'2004-07-12 17:00:00',3.1,14,220,119,36.3
'2004-07-12 18:00:00',3.3,15.3,207,119,35.5
'2004-07-12 19:00:00',3.4,15.4,210,128,35.7
'2004-07-12 20:00:00',2.8,10.9,175,112,34.5
'2004-07-12 21:00:00',1.5,7.5,117,95,36.8
'2004-07-12 22:00:00',1.3,5.2,93,85,38.7
'2004-07-12 23:00:00',1.6,7.1,118,101,39.4
'2004-07-13 00:00:00',1.5,7.6,132,94,47.7
'2004-07-13 01:00:00',1,5,88,76,51.4
'2004-07-13 02:00:00',0.5,2,43,50,53.4
'2004-07-13 03:00:00',0.4,1.5,246.896735,113.091251,51.1
'2004-07-13 04:00:00',0.6,2.5,44,51,59.8
'2004-07-13 05:00:00',0.7,3.3,50,42,56.8
'2004-07-13 06:00:00',1.3,7.3,101,62,57.4
'2004-07-13 07:00:00',4,23.8,339,111,54.3
'2004-07-13 08:00:00',5,27.6,379,129,48.8
'2004-07-13 09:00:00',3.6,16.7,321,135,42.4
'2004-07-13 10:00:00',2.8,14.3,272,139,29.9
'2004-07-13 11:00:00',2.6,13.3,278,134,19.1
'2004-07-13 12:00:00',2.7,14.5,253,141,15.4
'2004-07-13 13:00:00',2.3,11.5,187,112,13.3
'2004-07-13 14:00:00',2,10.8,149,105,13.9
'2004-07-13 15:00:00',1.3,6.4,89,72,19.4
'2004-07-13 16:00:00',1.7,8.8,124,90,21.3
'2004-07-13 17:00:00',2.8,14.3,206,126,18.3
'2004-07-13 18:00:00',3.8,19.4,241,154,20.1
'2004-07-13 19:00:00',4.9,27.1,303,173,24.1
'2004-07-13 20:00:00',4.3,19.7,294,162,27.1
'2004-07-13 21:00:00',2.6,13.6,203,128,28.5
'2004-07-13 22:00:00',2.4,12.1,176,120,28.6
'2004-07-13 23:00:00',1.9,11,155,111,31.1
'2004-07-14 00:00:00',1.4,8.8,108,89,33.8
'2004-07-14 01:00:00',1.1,6.7,72,69,33.8
'2004-07-14 02:00:00',0.9,6.3,65,70,38.4
'2004-07-14 03:00:00',0.7,4.1,246.896735,113.091251,42.6
'2004-07-14 04:00:00',0.5,2.9,39,59,42.3
'2004-07-14 05:00:00',0.8,5,79,73,49
'2004-07-14 06:00:00',1.3,9.9,140,89,49.4
'2004-07-14 07:00:00',4.7,27.5,427,142,46.5
'2004-07-14 08:00:00',4.6,30.4,366,145,41.7
'2004-07-14 09:00:00',3.7,19.8,311,156,36.4
'2004-07-14 10:00:00',2.8,15.7,275,148,22.8
'2004-07-14 11:00:00',1.8,11.3,195,122,17.1
'2004-07-14 12:00:00',1.9,12.6,144,106,15
'2004-07-14 13:00:00',2,11.9,162,106,16
'2004-07-14 14:00:00',2,14.4,200,127,13.6
'2004-07-14 15:00:00',2.1,12.4,176,113,13.8
'2004-07-14 16:00:00',2.1,11.7,203,136,16.7
'2004-07-14 17:00:00',3.2,18.4,237,153,13.3
'2004-07-14 18:00:00',4,22.9,263,172,13.7
'2004-07-14 19:00:00',4.6,25,300,190,18.4
'2004-07-14 20:00:00',3,15.5,189,160,25
'2004-07-14 21:00:00',2.9,16.7,185,159,26.6
'2004-07-14 22:00:00',1.9,11.2,134,123,27.3
'2004-07-14 23:00:00',1.4,9,96,101,30
'2004-07-15 00:00:00',2.1,12.1,122,116,34.9
'2004-07-15 01:00:00',1.2,8.9,64,80,38.6
'2004-07-15 02:00:00',0.6,3.7,30,51,38.3
'2004-07-15 03:00:00',0.4,3.1,246.896735,113.091251,42.6
'2004-07-15 04:00:00',2.15275,2.5,23,37,44
'2004-07-15 05:00:00',0.4,3.1,36,46,45.6
'2004-07-15 06:00:00',0.7,5.7,58,64,47.1
'2004-07-15 07:00:00',2.3,15.6,168,108,48.4
'2004-07-15 08:00:00',4,25.2,306,151,47.9
'2004-07-15 09:00:00',2.8,15.4,231,153,45.5
'2004-07-15 10:00:00',1.6,8.4,157,116,38
'2004-07-15 11:00:00',1.6,8,132,116,29.6
'2004-07-15 12:00:00',2,12.1,136,130,24.7
'2004-07-15 13:00:00',2,12.6,127,131,18.9
'2004-07-15 14:00:00',1.7,10.6,125,131,18.1
'2004-07-15 15:00:00',2,12.6,138,135,17.7
'2004-07-15 16:00:00',2.2,14.3,163,152,18.1
'2004-07-15 17:00:00',3.2,20.3,259,198,19.1
'2004-07-15 18:00:00',3.6,20.5,236,183,20
'2004-07-15 19:00:00',3.8,22.1,245,175,22.7
'2004-07-15 20:00:00',4.8,23.8,344,193,26.2
'2004-07-15 21:00:00',2.8,14.7,188,140,28.9
'2004-07-15 22:00:00',2.6,15.1,149,128,31.6
'2004-07-15 23:00:00',1.9,10.8,102,100,35.7
'2004-07-16 00:00:00',1.7,10.2,99,97,36.3
'2004-07-16 01:00:00',1,6.5,48,67,36.9
'2004-07-16 02:00:00',0.7,3.9,36,58,37.3
'2004-07-16 03:00:00',0.5,2.8,246.896735,113.091251,40.6
'2004-07-16 04:00:00',0.4,2.1,30,45,42.2
'2004-07-16 05:00:00',0.6,3.4,56,62,46.8
'2004-07-16 06:00:00',0.7,4.7,51,59,45.9
'2004-07-16 07:00:00',2.4,15.8,172,102,47.7
'2004-07-16 08:00:00',4.4,26.6,316,154,46.6
'2004-07-16 09:00:00',3.1,14.8,269,157,48.5
'2004-07-16 10:00:00',2,9.3,196,138,33
'2004-07-16 11:00:00',2.1,12,206,142,25.2
'2004-07-16 12:00:00',2.1,10.9,156,125,19.9
'2004-07-16 13:00:00',2.1,11.9,120,120,16.7
'2004-07-16 14:00:00',2.2,13.2,161,150,14.3
'2004-07-16 15:00:00',1.6,8.9,114,120,15.5
'2004-07-16 16:00:00',2.4,13,191,173,16.5
'2004-07-16 17:00:00',3.3,18.2,236,187,17.3
'2004-07-16 18:00:00',4,23.7,287,206,17.7
'2004-07-16 19:00:00',4.1,21.6,266,187,21.5
'2004-07-16 20:00:00',4.2,21.6,274,170,25.6
'2004-07-16 21:00:00',2.9,16.5,196,149,27.8
'2004-07-16 22:00:00',2.3,12.3,144,124,30.5
'2004-07-16 23:00:00',2.2,13.6,142,119,33.5
'2004-07-17 00:00:00',2.1,12.8,124,108,36.9
'2004-07-17 01:00:00',1.6,9.4,93,93,39.2
'2004-07-17 02:00:00',1.2,8.3,71,77,43
'2004-07-17 03:00:00',1.2,6.7,246.896735,113.091251,45.8
'2004-07-17 04:00:00',0.9,4.6,56,76,45.9
'2004-07-17 05:00:00',0.6,3.6,46,58,45
'2004-07-17 06:00:00',0.7,5,51,63,46.5
'2004-07-17 07:00:00',1.3,8.2,83,75,46.9
'2004-07-17 08:00:00',2,10.7,175,111,43
'2004-07-17 09:00:00',1.9,10.3,148,116,38.3
'2004-07-17 10:00:00',2.2,12.9,167,138,26.9
'2004-07-17 11:00:00',1.9,11,120,117,19.2
'2004-07-17 12:00:00',1.5,8.3,78,94,17.2
'2004-07-17 13:00:00',1.4,8.2,76,91,13.9
'2004-07-17 14:00:00',1,5.2,45,60,12.6
'2004-07-17 15:00:00',1,4.6,54,66,13.5
'2004-07-17 16:00:00',1.4,7.2,70,87,13.1
'2004-07-17 17:00:00',1.6,9.4,87,106,14.9
'2004-07-17 18:00:00',1.6,8,69,94,17
'2004-07-17 19:00:00',2.1,10.7,95,112,19.2
'2004-07-17 20:00:00',2,9.6,107,120,21.6
'2004-07-17 21:00:00',1.9,8.7,88,106,24.2
'2004-07-17 22:00:00',2.3,11.6,100,112,27.6
'2004-07-17 23:00:00',2.4,11.8,125,120,29.9
'2004-07-18 00:00:00',2.2,10.5,132,114,33
'2004-07-18 01:00:00',1.2,5.5,57,70,33.1
'2004-07-18 02:00:00',1.1,5.5,46,64,38.1
'2004-07-18 03:00:00',0.8,3.8,246.896735,113.091251,36.4
'2004-07-18 04:00:00',2.15275,2.9,34,55,39.5
'2004-07-18 05:00:00',0.6,3.4,33,50,45.6
'2004-07-18 06:00:00',0.7,4.1,50,62,48.5
'2004-07-18 07:00:00',0.4,4.1,39,53,45.5
'2004-07-18 08:00:00',0.6,4.7,84,85,31
'2004-07-18 09:00:00',0.9,7.1,93,102,34.8
'2004-07-18 10:00:00',0.9,7.4,82,97,23.8
'2004-07-18 11:00:00',0.8,7.3,73,91,16.3
'2004-07-18 12:00:00',0.4,4.2,43,62,15
'2004-07-18 13:00:00',0.3,4.1,39,57,13.7
'2004-07-18 14:00:00',0.1,3.8,27,40,12.3
'2004-07-18 15:00:00',0.5,5.8,46,60,11.9
'2004-07-18 16:00:00',0.4,5.6,53,70,11.8
'2004-07-18 17:00:00',0.3,4.8,38,53,13.6
'2004-07-18 18:00:00',0.4,5.3,39,54,16.4
'2004-07-18 19:00:00',0.6,6.1,49,58,20.3
'2004-07-18 20:00:00',0.8,7.4,68,73,22.9
'2004-07-18 21:00:00',1.2,9,102,99,24.8
'2004-07-18 22:00:00',1.6,11.7,123,102,27
'2004-07-18 23:00:00',1.2,11,106,101,30.4
'2004-07-19 00:00:00',0.5,6,66,77,30.6
'2004-07-19 01:00:00',0.3,4.3,43,55,32.3
'2004-07-19 02:00:00',0.1,2.8,33,51,33
'2004-07-19 03:00:00',2.15275,2.3,246.896735,113.091251,38.6
'2004-07-19 04:00:00',0.1,2.9,33,50,42.8
'2004-07-19 05:00:00',0.3,4.1,75,75,46.3
'2004-07-19 06:00:00',0.8,8.3,111,89,46.5
'2004-07-19 07:00:00',2.3,16.6,250,112,43
'2004-07-19 08:00:00',3.4,25.6,313,142,38.6
'2004-07-19 09:00:00',2.5,17.7,263,145,34.9
'2004-07-19 10:00:00',2.4,16.2,282,165,24.8
'2004-07-19 11:00:00',2.1,15.1,226,159,18
'2004-07-19 12:00:00',2.15275,14.3,176,159,16
'2004-07-19 13:00:00',2.15275,10.8,120,131,16.4
'2004-07-19 14:00:00',2.15275,10.1,96,123,14.9
'2004-07-19 15:00:00',2.15275,10.9,115,129,13.8
'2004-07-19 16:00:00',2.15275,11,108,126,14.9
'2004-07-19 17:00:00',2.15275,16.8,142,149,17
'2004-07-19 18:00:00',2.15275,20.7,219,200,19.8
'2004-07-19 19:00:00',2.15275,19.5,193,174,24.2
'2004-07-19 20:00:00',2.15275,14.6,128,131,28.1
'2004-07-19 21:00:00',2.15275,14.3,127,135,30.8
'2004-07-19 22:00:00',2.15275,15.9,132,134,33
'2004-07-19 23:00:00',2.15275,10.3,77,96,33.1
'2004-07-20 00:00:00',2.15275,8.8,72,94,36.6
'2004-07-20 01:00:00',2.15275,6.8,57,79,36.9
'2004-07-20 02:00:00',2.15275,6.3,56,79,41
'2004-07-20 03:00:00',2.15275,3.9,246.896735,113.091251,41.5
'2004-07-20 04:00:00',2.15275,4.1,64,89,47.4
'2004-07-20 05:00:00',2.15275,4.7,52,69,44
'2004-07-20 06:00:00',2.15275,9.9,122,91,46.5
'2004-07-20 07:00:00',2.15275,24.8,314,135,43.2
'2004-07-20 08:00:00',2.15275,37.3,395,166,38.7
'2004-07-20 09:00:00',2.15275,26.2,357,189,33.6
'2004-07-20 10:00:00',2.15275,21.6,308,193,23.4
'2004-07-20 11:00:00',2.15275,16.1,184,164,18.5
'2004-07-20 12:00:00',2.15275,13,128,139,18
'2004-07-20 13:00:00',2.15275,13.4,125,130,16
'2004-07-20 14:00:00',2.15275,13.7,135,129,12.5
'2004-07-20 15:00:00',2.15275,14,158,132,12.3
'2004-07-20 16:00:00',2.15275,10.4,106,101,14.2
'2004-07-20 17:00:00',2.15275,17.5,163,145,15.5
'2004-07-20 18:00:00',2.15275,12.9,143,133,19.4
'2004-07-20 19:00:00',2.15275,14.9,96,110,23.3
'2004-07-20 20:00:00',2.15275,15.5,127,126,26.3
'2004-07-20 21:00:00',2.15275,11.2,95,102,29
'2004-07-20 22:00:00',2.15275,14.3,104,104,30.2
'2004-07-20 23:00:00',2.15275,14.2,131,112,33.4
'2004-07-21 00:00:00',2.15275,10,92,89,36.8
'2004-07-21 01:00:00',2.15275,7.6,53,67,38.2
'2004-07-21 02:00:00',2.15275,5.8,45,63,43.1
'2004-07-21 03:00:00',2.15275,3.1,246.896735,113.091251,39.1
'2004-07-21 04:00:00',2.15275,2.7,19,34,40.9
'2004-07-21 05:00:00',2.15275,5.4,75,73,50.1
'2004-07-21 06:00:00',2.15275,7.3,84,76,49.7
'2004-07-21 07:00:00',2.15275,18.4,160,102,46.4
'2004-07-21 08:00:00',2.15275,27.7,286,140,42.2
'2004-07-21 09:00:00',2.15275,16.9,212,150,37.3
'2004-07-21 10:00:00',2.15275,22.1,279,194,26.8
'2004-07-21 11:00:00',2.15275,17,207,162,17.2
'2004-07-21 12:00:00',2.15275,12.4,140,138,15.9
'2004-07-21 13:00:00',2.15275,11.5,110,123,15
'2004-07-21 14:00:00',2.15275,7.5,67,86,15.2
